,income
4088,<=50K
19441,<=50K
13033,<=50K
16528,<=50K
16290,>50K
27357,<=50K
3053,<=50K
7560,<=50K
1091,>50K
7732,<=50K
3253,<=50K
10566,<=50K
28436,>50K
18815,<=50K
9462,<=50K
20098,<=50K
2079,<=50K
17142,<=50K
15724,<=50K
23949,<=50K
17390,<=50K
5493,>50K
7305,<=50K
28740,<=50K
11576,<=50K
4291,<=50K
21004,<=50K
23299,<=50K
29734,>50K
22754,<=50K
15402,<=50K
5626,<=50K
16227,>50K
4273,>50K
18686,>50K
13174,<=50K
1811,<=50K
10557,>50K
4250,<=50K
29214,<=50K
26347,>50K
27936,<=50K
20681,<=50K
26029,>50K
6726,<=50K
7026,<=50K
30699,<=50K
18168,<=50K
17041,>50K
3425,<=50K
6118,<=50K
24103,>50K
2648,>50K
16654,>50K
16577,<=50K
1464,<=50K
26170,<=50K
8008,<=50K
5923,<=50K
8790,<=50K
12492,<=50K
6574,<=50K
15415,<=50K
9949,>50K
16478,<=50K
13018,<=50K
10333,<=50K
20322,<=50K
19293,>50K
16090,<=50K
18724,<=50K
25017,<=50K
27893,>50K
25601,>50K
25979,<=50K
20702,>50K
29028,<=50K
19214,<=50K
24692,<=50K
29651,<=50K
18377,>50K
6517,<=50K
5618,<=50K
26462,<=50K
9771,<=50K
28833,<=50K
29112,<=50K
11361,<=50K
21611,<=50K
29295,<=50K
29983,<=50K
20632,<=50K
13216,<=50K
19129,>50K
12588,>50K
15984,<=50K
15584,>50K
1974,>50K
525,>50K
2403,>50K
1662,<=50K
13959,<=50K
11314,<=50K
5280,<=50K
9439,>50K
26407,>50K
19949,<=50K
26082,>50K
10319,>50K
20961,<=50K
29285,<=50K
28796,>50K
11037,<=50K
10800,<=50K
27477,>50K
4865,<=50K
5711,<=50K
28322,<=50K
6399,>50K
17983,<=50K
25244,<=50K
24610,>50K
10091,<=50K
6233,>50K
17613,<=50K
7133,<=50K
19107,<=50K
7396,<=50K
8217,<=50K
10716,<=50K
4180,<=50K
20504,>50K
22704,<=50K
22841,<=50K
15222,<=50K
9038,<=50K
28869,<=50K
17201,<=50K
16927,<=50K
26053,>50K
29076,<=50K
13387,>50K
24793,<=50K
22531,>50K
20985,<=50K
30287,>50K
21162,>50K
9731,<=50K
10000,<=50K
4048,<=50K
17207,<=50K
28490,<=50K
22350,<=50K
19286,<=50K
21339,<=50K
19271,<=50K
25533,>50K
27315,<=50K
1231,>50K
11567,>50K
29136,<=50K
11196,<=50K
7129,<=50K
7865,<=50K
9317,<=50K
13257,<=50K
1261,>50K
27010,<=50K
18645,<=50K
1453,<=50K
23247,<=50K
13407,<=50K
16529,<=50K
16737,>50K
4772,<=50K
21825,<=50K
18230,>50K
6849,>50K
17589,<=50K
5475,<=50K
15668,<=50K
26285,<=50K
15983,<=50K
29101,<=50K
14297,<=50K
2505,<=50K
8886,<=50K
7589,>50K
30619,>50K
6249,<=50K
4067,>50K
24419,<=50K
7881,<=50K
20544,<=50K
5632,>50K
13163,>50K
27674,>50K
5004,<=50K
22883,<=50K
10929,>50K
15206,<=50K
14275,>50K
14900,<=50K
4825,>50K
14621,>50K
8940,<=50K
3952,>50K
30634,<=50K
14463,<=50K
2480,<=50K
22609,<=50K
20733,<=50K
3058,<=50K
16518,>50K
9880,<=50K
8364,<=50K
26203,<=50K
1139,<=50K
10663,>50K
25456,<=50K
354,<=50K
15795,<=50K
27598,>50K
26812,<=50K
6270,<=50K
17317,<=50K
7625,<=50K
4824,<=50K
8302,>50K
18805,<=50K
1957,>50K
15739,<=50K
7747,<=50K
1397,>50K
10823,<=50K
23542,<=50K
1973,<=50K
11709,<=50K
11043,<=50K
20328,>50K
21895,<=50K
18961,<=50K
29533,>50K
24804,>50K
1795,<=50K
3254,>50K
7801,<=50K
21646,<=50K
4414,<=50K
8296,<=50K
12005,<=50K
6764,>50K
5751,<=50K
21948,<=50K
7605,<=50K
13892,<=50K
14798,<=50K
4350,>50K
16191,<=50K
6695,<=50K
13417,<=50K
18821,>50K
8535,>50K
24752,<=50K
7168,<=50K
5628,>50K
12764,<=50K
7909,<=50K
19449,>50K
22634,>50K
2240,<=50K
12749,>50K
27835,<=50K
27522,<=50K
10891,<=50K
17987,<=50K
10751,<=50K
26912,<=50K
24882,>50K
16237,>50K
26370,<=50K
9425,<=50K
8165,<=50K
1701,<=50K
20724,<=50K
12323,<=50K
3440,>50K
4439,<=50K
8103,>50K
20596,<=50K
29831,>50K
23469,>50K
19838,>50K
7948,<=50K
12518,<=50K
22053,>50K
16286,<=50K
20370,<=50K
10191,<=50K
25111,<=50K
20731,<=50K
15323,<=50K
29163,<=50K
16982,<=50K
21080,<=50K
1329,<=50K
3490,>50K
2243,>50K
28354,>50K
4485,>50K
4983,<=50K
21800,<=50K
2490,>50K
15556,<=50K
28846,<=50K
20972,<=50K
7814,<=50K
24389,<=50K
20260,<=50K
28825,<=50K
8683,>50K
30512,<=50K
1862,>50K
30490,<=50K
15443,<=50K
11285,<=50K
11387,<=50K
1532,<=50K
1502,<=50K
19094,<=50K
7101,<=50K
22222,>50K
29947,<=50K
15987,>50K
4645,>50K
439,<=50K
20095,<=50K
10574,<=50K
21356,<=50K
5171,>50K
10039,>50K
14865,<=50K
14611,<=50K
3222,<=50K
24648,<=50K
7050,>50K
16418,<=50K
16048,<=50K
10871,>50K
12902,<=50K
9722,<=50K
27530,>50K
19159,<=50K
3071,<=50K
24999,>50K
4220,>50K
15906,<=50K
5614,>50K
24799,<=50K
30303,>50K
17618,>50K
10144,<=50K
6101,>50K
6963,<=50K
27577,<=50K
13506,<=50K
11443,<=50K
19854,<=50K
20736,<=50K
29325,>50K
97,>50K
4889,>50K
13376,<=50K
19200,<=50K
4703,<=50K
27213,<=50K
16147,<=50K
8832,<=50K
24452,<=50K
11068,>50K
1802,>50K
20321,>50K
18170,>50K
26359,>50K
13140,<=50K
615,<=50K
9370,>50K
8765,<=50K
1528,<=50K
21958,<=50K
25366,>50K
20844,<=50K
7095,>50K
236,>50K
14141,>50K
27207,<=50K
8628,>50K
24027,>50K
17167,<=50K
14968,<=50K
22572,<=50K
27222,<=50K
677,>50K
15907,>50K
16072,<=50K
8600,<=50K
1488,<=50K
24494,<=50K
26332,<=50K
9570,>50K
29029,>50K
25020,<=50K
19489,<=50K
6038,<=50K
20670,<=50K
16083,<=50K
1757,>50K
474,<=50K
5669,<=50K
21959,<=50K
23943,<=50K
21011,<=50K
2884,<=50K
12078,>50K
15611,<=50K
5093,<=50K
17172,>50K
11485,<=50K
1342,<=50K
23720,>50K
10059,<=50K
24809,<=50K
17430,>50K
11808,>50K
1654,<=50K
19228,<=50K
5930,<=50K
20785,<=50K
22199,<=50K
11812,<=50K
12686,<=50K
29710,<=50K
22214,<=50K
6921,<=50K
9804,<=50K
5941,>50K
2476,<=50K
7831,<=50K
12356,>50K
16442,>50K
6789,<=50K
24552,<=50K
30391,>50K
16859,<=50K
19816,<=50K
1683,<=50K
11085,>50K
2177,<=50K
16933,<=50K
23894,>50K
510,<=50K
29703,<=50K
1051,<=50K
19937,<=50K
4192,<=50K
16562,<=50K
422,<=50K
29444,>50K
1582,<=50K
4270,<=50K
5060,<=50K
25265,<=50K
10262,<=50K
25153,<=50K
19025,<=50K
29739,<=50K
13730,<=50K
15142,<=50K
15766,<=50K
25564,<=50K
15665,<=50K
2436,<=50K
6969,<=50K
20218,<=50K
28266,<=50K
16109,<=50K
7715,<=50K
28943,>50K
15952,<=50K
2631,<=50K
4470,<=50K
20630,<=50K
28908,>50K
26415,<=50K
18432,<=50K
14236,<=50K
23254,<=50K
3632,>50K
18122,<=50K
11723,<=50K
19537,<=50K
30023,<=50K
4328,>50K
24857,>50K
10597,<=50K
8024,<=50K
29409,>50K
5789,>50K
12962,<=50K
27232,<=50K
10183,<=50K
17103,<=50K
28011,>50K
7821,<=50K
9850,<=50K
12928,<=50K
27623,>50K
3658,>50K
28046,<=50K
24668,<=50K
15301,<=50K
27866,>50K
4948,<=50K
6470,<=50K
7278,<=50K
27886,<=50K
11689,>50K
9075,<=50K
19384,<=50K
6032,<=50K
23031,>50K
5126,<=50K
28663,<=50K
16044,<=50K
10511,<=50K
9656,<=50K
15431,<=50K
641,<=50K
26410,<=50K
15479,<=50K
1209,<=50K
18740,>50K
7819,<=50K
21693,>50K
4221,<=50K
19519,>50K
12014,<=50K
14468,>50K
25043,<=50K
21965,<=50K
24657,<=50K
28366,<=50K
2987,<=50K
3201,>50K
5186,>50K
985,>50K
26196,>50K
18074,<=50K
19688,>50K
22139,>50K
28461,<=50K
20365,>50K
26300,<=50K
17069,<=50K
20034,<=50K
1458,<=50K
24637,>50K
13071,<=50K
24769,<=50K
26452,>50K
25369,>50K
13685,<=50K
1379,<=50K
3366,<=50K
16885,<=50K
4913,<=50K
27593,<=50K
13307,<=50K
12898,<=50K
6697,<=50K
27244,<=50K
27670,<=50K
16752,<=50K
5624,>50K
27263,>50K
8155,>50K
320,<=50K
19461,<=50K
26430,<=50K
29143,<=50K
24113,<=50K
15428,<=50K
5613,<=50K
2657,<=50K
1858,<=50K
4044,>50K
9238,<=50K
29617,<=50K
4552,<=50K
13969,<=50K
3456,<=50K
4773,<=50K
17716,<=50K
1364,>50K
23357,<=50K
30180,<=50K
5026,<=50K
6687,<=50K
19112,<=50K
3295,>50K
10586,<=50K
28526,<=50K
30487,>50K
532,<=50K
1835,<=50K
17364,<=50K
4153,<=50K
6132,<=50K
4847,<=50K
24773,>50K
12565,>50K
20211,<=50K
7413,<=50K
752,<=50K
13512,<=50K
22598,<=50K
3951,<=50K
17658,>50K
5648,>50K
21557,>50K
21343,<=50K
26005,<=50K
14143,<=50K
11263,<=50K
5827,>50K
25605,<=50K
3460,<=50K
18631,<=50K
23923,<=50K
25344,<=50K
29116,>50K
18001,<=50K
27853,<=50K
8713,<=50K
13526,<=50K
20210,<=50K
16807,>50K
18976,<=50K
24566,<=50K
16031,<=50K
6698,<=50K
2081,<=50K
2045,<=50K
13899,>50K
28171,<=50K
19109,<=50K
6682,<=50K
9628,>50K
5545,>50K
24759,>50K
640,<=50K
10799,<=50K
24777,>50K
3097,<=50K
19209,<=50K
334,>50K
13308,<=50K
27460,>50K
14983,>50K
2446,>50K
3284,<=50K
28789,<=50K
27291,>50K
2723,>50K
21634,<=50K
16029,>50K
17593,>50K
20140,<=50K
11694,<=50K
17437,<=50K
6522,<=50K
10450,>50K
26379,>50K
9315,<=50K
8861,<=50K
10373,<=50K
29026,<=50K
22218,>50K
5371,<=50K
26941,>50K
29202,<=50K
12413,<=50K
6979,<=50K
18506,<=50K
18708,<=50K
29804,>50K
21335,>50K
12537,<=50K
27310,<=50K
7139,<=50K
3726,<=50K
9178,<=50K
2817,<=50K
20636,>50K
15184,<=50K
99,<=50K
19572,<=50K
26718,<=50K
21107,<=50K
14909,<=50K
1572,<=50K
5517,<=50K
15299,>50K
27651,<=50K
13205,<=50K
6160,<=50K
17435,<=50K
20840,<=50K
24730,<=50K
2050,<=50K
2294,<=50K
21441,>50K
27002,<=50K
21449,<=50K
6634,<=50K
5007,<=50K
19976,<=50K
12553,<=50K
28528,<=50K
22499,<=50K
10071,<=50K
6415,<=50K
28952,<=50K
1054,<=50K
2550,<=50K
21546,<=50K
19191,<=50K
20318,<=50K
23573,<=50K
7099,<=50K
15373,<=50K
1828,>50K
5059,>50K
26902,<=50K
10696,<=50K
3248,<=50K
103,<=50K
23546,<=50K
11420,<=50K
4788,>50K
29563,>50K
4716,<=50K
8644,>50K
30173,<=50K
16432,<=50K
27347,<=50K
11487,>50K
10283,<=50K
26392,<=50K
27996,<=50K
23146,<=50K
8060,<=50K
7066,<=50K
22132,<=50K
10921,<=50K
25037,<=50K
1121,<=50K
26105,<=50K
22500,>50K
25719,>50K
6363,<=50K
2493,<=50K
30613,<=50K
13092,<=50K
13306,<=50K
16351,>50K
15267,>50K
12765,<=50K
20014,>50K
24351,>50K
10394,<=50K
24779,<=50K
30112,<=50K
23419,<=50K
12349,<=50K
72,<=50K
17302,<=50K
22486,<=50K
20991,<=50K
2652,>50K
9790,<=50K
28679,<=50K
17691,<=50K
25692,<=50K
28976,<=50K
26898,<=50K
1535,<=50K
22050,<=50K
29772,<=50K
17924,<=50K
9146,<=50K
25470,>50K
19698,>50K
11529,<=50K
17245,<=50K
12085,<=50K
28229,>50K
23950,<=50K
24767,>50K
6244,>50K
18482,<=50K
13362,<=50K
9268,<=50K
12006,>50K
6041,<=50K
10910,>50K
3985,>50K
19273,>50K
10968,>50K
2748,<=50K
4111,<=50K
18229,<=50K
9393,<=50K
15939,>50K
12452,<=50K
17940,<=50K
23891,>50K
4295,<=50K
13206,>50K
7041,<=50K
6987,<=50K
19721,<=50K
10778,<=50K
30568,<=50K
10325,<=50K
13294,<=50K
15174,>50K
2381,>50K
1124,>50K
14840,<=50K
9250,>50K
23071,<=50K
21490,<=50K
15996,<=50K
20018,>50K
3517,<=50K
8160,<=50K
7640,<=50K
26607,<=50K
8138,<=50K
29340,<=50K
6213,<=50K
16961,>50K
10322,>50K
30203,<=50K
11595,<=50K
17894,<=50K
6785,<=50K
30175,<=50K
27990,>50K
27334,<=50K
27287,>50K
10773,<=50K
13949,>50K
6286,<=50K
14659,<=50K
7159,<=50K
633,<=50K
18980,<=50K
12854,>50K
545,<=50K
5767,<=50K
26077,<=50K
3664,<=50K
25414,<=50K
20732,>50K
27897,<=50K
2479,<=50K
21910,<=50K
12121,<=50K
23814,<=50K
5127,<=50K
15644,<=50K
20565,>50K
20916,>50K
4694,>50K
15329,<=50K
929,<=50K
25806,<=50K
23142,<=50K
18828,>50K
23303,<=50K
24872,<=50K
22806,<=50K
3748,<=50K
19803,<=50K
2961,>50K
11965,>50K
29638,>50K
4871,>50K
18024,<=50K
5011,<=50K
29727,>50K
1968,<=50K
27816,<=50K
9789,<=50K
25940,>50K
16445,<=50K
14632,>50K
17368,<=50K
24790,<=50K
19485,<=50K
6148,<=50K
18618,>50K
18336,<=50K
20429,<=50K
16702,<=50K
29385,<=50K
14445,<=50K
24701,<=50K
10149,<=50K
24424,<=50K
26354,>50K
1252,>50K
7572,>50K
4255,<=50K
3189,<=50K
8613,<=50K
2267,<=50K
30579,<=50K
22699,<=50K
11628,<=50K
27126,<=50K
17975,<=50K
14160,<=50K
27245,<=50K
27149,<=50K
5805,<=50K
23775,<=50K
17182,<=50K
15790,<=50K
17483,<=50K
27229,<=50K
4937,<=50K
28094,<=50K
11755,<=50K
4556,>50K
27579,<=50K
8847,<=50K
13833,<=50K
317,<=50K
25266,>50K
12723,<=50K
2447,<=50K
11701,>50K
21943,>50K
431,<=50K
5012,<=50K
4357,<=50K
29237,<=50K
24654,>50K
4361,>50K
15058,>50K
1222,<=50K
26555,<=50K
5,<=50K
3444,<=50K
22645,<=50K
28118,>50K
25658,<=50K
7019,>50K
1371,<=50K
1679,<=50K
18370,<=50K
192,<=50K
25743,<=50K
1024,>50K
7195,<=50K
15598,<=50K
7774,<=50K
4995,>50K
27459,<=50K
3419,>50K
13046,<=50K
19039,<=50K
4882,<=50K
9369,>50K
25260,<=50K
8947,<=50K
8946,<=50K
1298,<=50K
6144,>50K
4109,<=50K
26448,<=50K
8411,>50K
15448,<=50K
9381,>50K
29856,<=50K
5422,>50K
6059,>50K
5774,<=50K
3427,<=50K
29566,<=50K
15798,<=50K
3003,<=50K
16558,<=50K
9991,<=50K
18039,<=50K
10274,>50K
13386,<=50K
17823,<=50K
26800,<=50K
13377,<=50K
117,<=50K
5467,<=50K
16915,<=50K
7123,<=50K
6309,<=50K
21250,>50K
19762,>50K
18727,<=50K
15529,<=50K
14104,<=50K
21497,<=50K
17858,>50K
4239,>50K
8807,>50K
2843,<=50K
7946,<=50K
23345,<=50K
13082,<=50K
9484,<=50K
27983,<=50K
15653,<=50K
30083,<=50K
29147,<=50K
22131,>50K
15256,<=50K
20407,<=50K
30174,<=50K
20057,>50K
11343,<=50K
14668,<=50K
10528,>50K
26939,<=50K
11241,<=50K
14747,>50K
26474,<=50K
22400,<=50K
7901,>50K
11667,<=50K
11655,<=50K
1071,<=50K
2859,<=50K
18222,<=50K
29848,<=50K
18714,<=50K
15752,<=50K
20575,<=50K
10125,<=50K
27556,<=50K
19354,>50K
26620,<=50K
2181,>50K
13335,>50K
10138,>50K
9855,<=50K
649,>50K
17960,>50K
5599,<=50K
16165,<=50K
30362,<=50K
7219,<=50K
14420,<=50K
27622,>50K
3773,<=50K
18590,<=50K
2264,<=50K
27882,<=50K
4183,>50K
9118,<=50K
14853,>50K
25399,>50K
3835,<=50K
10357,<=50K
30697,<=50K
10628,<=50K
22663,<=50K
13947,<=50K
22154,<=50K
2193,<=50K
20045,>50K
30465,>50K
4007,<=50K
22600,<=50K
2485,>50K
14087,<=50K
4441,<=50K
6664,>50K
6099,<=50K
3177,<=50K
19086,<=50K
25514,<=50K
12199,<=50K
9937,<=50K
23287,<=50K
5272,>50K
30367,<=50K
24852,<=50K
26777,<=50K
21218,>50K
15091,<=50K
11666,<=50K
5158,<=50K
28406,<=50K
1080,<=50K
24003,>50K
1993,<=50K
10973,<=50K
25924,<=50K
6779,<=50K
27673,<=50K
22479,>50K
23751,<=50K
11547,>50K
20395,<=50K
13498,<=50K
17780,<=50K
15857,<=50K
17672,<=50K
25382,>50K
10526,<=50K
12753,<=50K
7887,<=50K
28425,<=50K
13194,>50K
18744,>50K
3702,<=50K
25134,<=50K
27982,<=50K
3103,<=50K
14582,>50K
16212,>50K
14579,>50K
16695,<=50K
26971,<=50K
27463,>50K
27567,<=50K
843,<=50K
28710,>50K
8274,>50K
10256,<=50K
6912,>50K
4985,<=50K
23977,<=50K
21353,<=50K
13605,<=50K
16185,>50K
15706,<=50K
30219,<=50K
23502,<=50K
24349,<=50K
29248,<=50K
5024,>50K
27333,<=50K
24627,<=50K
24036,<=50K
23477,>50K
4817,<=50K
11097,>50K
24521,<=50K
20226,<=50K
29671,<=50K
30001,<=50K
13894,>50K
5218,>50K
29790,<=50K
30223,<=50K
10959,<=50K
26583,<=50K
18564,<=50K
25261,<=50K
29085,<=50K
16656,>50K
8777,>50K
24805,<=50K
4568,<=50K
13955,<=50K
16209,<=50K
5029,<=50K
21583,>50K
28623,<=50K
20362,<=50K
2441,<=50K
3703,<=50K
8924,<=50K
4942,>50K
15812,>50K
218,<=50K
1596,<=50K
20159,<=50K
21407,<=50K
18175,<=50K
19709,>50K
23847,<=50K
25197,<=50K
1470,<=50K
10667,<=50K
3880,<=50K
5900,<=50K
3016,>50K
12461,<=50K
996,<=50K
13223,<=50K
29355,>50K
2846,>50K
14254,<=50K
12574,<=50K
29846,<=50K
16119,<=50K
1935,<=50K
4930,<=50K
8243,>50K
28289,>50K
23471,<=50K
29080,<=50K
17200,<=50K
8661,<=50K
26681,>50K
470,<=50K
15667,<=50K
2832,<=50K
6857,>50K
19955,>50K
14598,>50K
8711,<=50K
15905,>50K
24002,<=50K
100,<=50K
15489,>50K
3094,<=50K
848,<=50K
343,<=50K
22281,<=50K
7929,<=50K
14701,<=50K
17930,>50K
8897,<=50K
3019,<=50K
4878,<=50K
8227,>50K
28,<=50K
7225,>50K
13935,<=50K
1800,<=50K
26149,>50K
19508,<=50K
23183,>50K
3575,<=50K
1456,<=50K
10937,<=50K
2530,<=50K
24929,<=50K
18065,<=50K
29056,<=50K
9223,>50K
28695,<=50K
13334,<=50K
13160,<=50K
8701,<=50K
6174,<=50K
3988,<=50K
18495,<=50K
16294,>50K
29876,<=50K
18733,<=50K
16099,<=50K
15324,<=50K
717,<=50K
1823,<=50K
3361,<=50K
8093,<=50K
17365,>50K
23374,<=50K
26667,>50K
27177,>50K
11693,<=50K
12476,<=50K
22134,<=50K
25619,>50K
26191,>50K
22706,<=50K
22298,<=50K
22136,<=50K
20387,<=50K
412,<=50K
63,<=50K
17697,<=50K
2007,<=50K
30134,<=50K
2257,<=50K
19259,<=50K
3522,<=50K
8315,<=50K
8905,>50K
8074,<=50K
28521,<=50K
7174,>50K
16880,<=50K
14648,<=50K
18219,<=50K
2693,<=50K
15384,<=50K
20901,<=50K
15321,<=50K
1839,<=50K
28273,<=50K
14816,<=50K
1543,>50K
30406,<=50K
11205,<=50K
19639,<=50K
28479,<=50K
12235,<=50K
1086,<=50K
2101,>50K
1941,>50K
8821,<=50K
10763,<=50K
764,>50K
23829,>50K
11384,>50K
8751,<=50K
1409,<=50K
19563,<=50K
20770,<=50K
22453,<=50K
8234,<=50K
26363,<=50K
22482,<=50K
19952,<=50K
23322,<=50K
4720,<=50K
10537,<=50K
8301,>50K
4661,<=50K
17315,<=50K
8146,<=50K
3938,<=50K
20506,>50K
11917,>50K
17042,>50K
1273,<=50K
28905,<=50K
18991,<=50K
1592,<=50K
9693,<=50K
18701,>50K
11430,>50K
6982,<=50K
21769,<=50K
13524,<=50K
3365,<=50K
1477,<=50K
19773,<=50K
5543,<=50K
6424,<=50K
21190,>50K
2656,<=50K
24098,<=50K
8582,<=50K
14599,<=50K
11392,<=50K
14741,>50K
19776,<=50K
25367,<=50K
23173,<=50K
20502,<=50K
9469,>50K
833,<=50K
17395,<=50K
1542,<=50K
29854,<=50K
18778,<=50K
29068,>50K
3276,<=50K
26211,<=50K
21256,>50K
13268,<=50K
6532,<=50K
809,<=50K
19183,<=50K
30564,<=50K
12047,<=50K
5305,<=50K
24656,<=50K
14231,>50K
20710,<=50K
30425,>50K
12150,<=50K
15944,<=50K
20604,<=50K
15349,>50K
24142,>50K
4656,<=50K
5096,<=50K
4620,>50K
21341,<=50K
4099,<=50K
11477,<=50K
6443,<=50K
16938,<=50K
27855,<=50K
27614,>50K
8317,<=50K
8850,<=50K
22944,<=50K
14372,>50K
1621,<=50K
28756,<=50K
9759,>50K
17632,<=50K
2127,<=50K
5249,>50K
11839,>50K
6381,<=50K
5653,<=50K
9336,<=50K
16779,<=50K
1143,<=50K
11319,<=50K
15262,>50K
8204,<=50K
28183,>50K
27647,>50K
29388,<=50K
4491,<=50K
5295,>50K
12798,<=50K
12602,<=50K
4195,>50K
27281,<=50K
9773,<=50K
21676,<=50K
336,>50K
27871,<=50K
17670,<=50K
2616,<=50K
27847,<=50K
27704,>50K
13576,<=50K
27107,>50K
2230,<=50K
11658,>50K
29816,<=50K
12656,<=50K
3945,<=50K
25620,<=50K
19151,<=50K
15833,>50K
5928,<=50K
27481,>50K
27764,<=50K
6825,<=50K
5962,<=50K
27999,>50K
27343,<=50K
16060,<=50K
4422,<=50K
23583,<=50K
8354,>50K
28492,>50K
3375,<=50K
23033,<=50K
23702,<=50K
8605,>50K
26665,<=50K
27538,>50K
15717,>50K
21682,<=50K
12420,>50K
17675,<=50K
29725,<=50K
21376,<=50K
6224,<=50K
1411,<=50K
29778,<=50K
13976,>50K
16457,<=50K
220,<=50K
19393,>50K
13321,<=50K
12894,>50K
29847,<=50K
4258,<=50K
6904,<=50K
28258,<=50K
22843,<=50K
981,<=50K
15741,>50K
11374,<=50K
3467,<=50K
10742,<=50K
7912,>50K
13588,>50K
21427,<=50K
27451,<=50K
16198,<=50K
14691,<=50K
4146,>50K
13077,<=50K
1214,<=50K
4820,<=50K
4638,<=50K
12762,>50K
8734,<=50K
9372,<=50K
30299,<=50K
18664,<=50K
23572,>50K
21229,<=50K
22726,<=50K
10830,<=50K
30350,<=50K
3611,<=50K
29894,<=50K
25318,<=50K
1775,<=50K
1269,<=50K
4752,>50K
5134,<=50K
7256,<=50K
4508,<=50K
9008,<=50K
19162,>50K
18267,>50K
3418,>50K
1632,<=50K
26193,<=50K
6196,<=50K
42,<=50K
29398,<=50K
12803,<=50K
23315,<=50K
29884,<=50K
25147,>50K
399,>50K
5515,<=50K
28771,<=50K
13012,>50K
26813,<=50K
18827,>50K
7320,<=50K
2642,<=50K
618,<=50K
13069,<=50K
17391,<=50K
20273,<=50K
21541,<=50K
6043,<=50K
6635,<=50K
6600,<=50K
21680,>50K
23416,>50K
21073,>50K
25727,<=50K
16230,<=50K
377,>50K
2900,<=50K
16398,<=50K
28509,<=50K
30200,<=50K
2347,>50K
21421,>50K
23244,<=50K
9734,>50K
20624,<=50K
27938,<=50K
2981,<=50K
13863,>50K
6442,<=50K
9964,>50K
16592,>50K
14484,>50K
17806,<=50K
4128,<=50K
13443,<=50K
29928,<=50K
744,<=50K
1709,>50K
24021,<=50K
19707,<=50K
17634,<=50K
2712,<=50K
24469,<=50K
24885,>50K
22895,>50K
4324,>50K
11035,<=50K
25871,<=50K
3333,<=50K
15494,<=50K
26534,>50K
30667,>50K
28057,<=50K
19032,<=50K
17762,<=50K
15475,<=50K
7021,>50K
21613,<=50K
1978,>50K
26004,>50K
9149,<=50K
4486,>50K
1889,<=50K
25198,<=50K
2497,<=50K
19885,<=50K
25639,<=50K
25269,<=50K
14719,>50K
5254,<=50K
10176,<=50K
20445,<=50K
24458,<=50K
4288,<=50K
23279,<=50K
817,>50K
27400,<=50K
10630,<=50K
11711,<=50K
4780,<=50K
28225,<=50K
2932,>50K
8157,>50K
23531,>50K
22977,<=50K
2547,>50K
30372,>50K
9141,<=50K
24229,<=50K
18583,<=50K
22939,<=50K
4501,<=50K
10509,<=50K
18347,>50K
13928,<=50K
26252,<=50K
21074,<=50K
4127,<=50K
16110,<=50K
19745,<=50K
17017,>50K
22509,<=50K
18738,<=50K
4157,<=50K
1099,>50K
23714,<=50K
30696,>50K
7154,<=50K
3892,<=50K
17619,<=50K
23365,<=50K
5259,>50K
21721,>50K
29596,>50K
24228,<=50K
24332,<=50K
4747,<=50K
3557,<=50K
10297,<=50K
910,<=50K
13161,<=50K
17996,<=50K
17878,>50K
24017,>50K
15631,<=50K
27807,<=50K
20814,>50K
18066,>50K
7580,>50K
7645,<=50K
1664,<=50K
6725,<=50K
9942,<=50K
26562,<=50K
5877,<=50K
5205,<=50K
22203,<=50K
7882,<=50K
20435,<=50K
3970,<=50K
22095,<=50K
28305,<=50K
10757,<=50K
30152,<=50K
24171,>50K
8534,<=50K
5438,<=50K
11000,<=50K
3738,<=50K
9974,<=50K
26849,<=50K
10180,>50K
12096,>50K
12888,<=50K
25665,<=50K
28272,<=50K
18648,<=50K
6555,<=50K
22180,>50K
28070,<=50K
12481,<=50K
13173,<=50K
9089,<=50K
526,>50K
4134,<=50K
15565,>50K
15147,<=50K
20071,<=50K
3119,<=50K
18807,<=50K
25936,<=50K
16659,>50K
16153,>50K
3367,>50K
7210,<=50K
1777,<=50K
11772,>50K
29473,>50K
13859,>50K
22219,>50K
11228,>50K
9280,<=50K
22052,<=50K
4284,<=50K
11318,<=50K
14278,<=50K
21570,<=50K
3,<=50K
13592,>50K
27782,<=50K
4057,>50K
18494,<=50K
12919,<=50K
6410,<=50K
9971,>50K
6156,<=50K
7614,>50K
14186,<=50K
9357,<=50K
237,<=50K
9913,>50K
6125,<=50K
23017,<=50K
17030,>50K
28313,<=50K
24831,<=50K
11453,<=50K
28141,<=50K
27153,>50K
16047,<=50K
18016,<=50K
14750,>50K
29841,>50K
6557,<=50K
28669,<=50K
21597,>50K
29643,<=50K
30099,<=50K
13422,<=50K
2102,>50K
3142,<=50K
5044,<=50K
27827,<=50K
9002,<=50K
239,<=50K
19272,<=50K
2555,<=50K
21995,>50K
5312,<=50K
822,<=50K
20405,<=50K
21334,<=50K
8688,>50K
16399,<=50K
12557,<=50K
18087,<=50K
3069,>50K
27380,>50K
12877,<=50K
12282,<=50K
7366,<=50K
26227,<=50K
30181,<=50K
15786,<=50K
11750,<=50K
2208,<=50K
7473,<=50K
9024,<=50K
24319,>50K
22825,<=50K
9182,<=50K
7146,<=50K
1098,<=50K
20744,<=50K
9924,>50K
7832,<=50K
26882,<=50K
8569,<=50K
24397,>50K
17023,<=50K
8672,<=50K
8867,<=50K
7274,>50K
20446,<=50K
28008,<=50K
